,text,label
49000,"@ashestoashessn2 Fab, eh?  Feel free to come along for some pre-ep 4 chat and drinks over at Luigi's - http://www.luigis.org.uk tomorrow! ",1
49040,"@ashleaJONAS My body is set to wake up in the mornings  Tis a good thing, but it's bad for today. Blah...",0
49064,@ashleegaston my math teacher is pretty great. But my bio teacher is such a bitch. so are you and your sister close? ,1
49112,@ArielChloe well another sunny day i could get use to this time off work maybe i wont go back they wont miss me ,1
49258,"@ashleydanger oh you should be excited! i couldn't stop smiling throughout the whole episode, they are so cute. but you are welcome ",1
49318,@AmandaAOK You may stop telling me  what a mess. He's not all that tho.. there's plenty better fish in the sea!,0
49353,"@amandadadesky Oh, don't get me wrong, I loved it too! It's just fun seeing a totally different angle on it. ",1
49364,@ashleyka25 @thepinkdreamer @andrayawhite have a safe trip roomies! Have fun and dnt show it too much cause we got to nxt week b4 we move ,0
49439,@AshleyMarieJ @nikkidlf i didnt like mesa... it wasn't as good as i'd hoped when i went  and i love bobby flay,0
49467,"@arlynhernandez ladypoo!!! how i miss you!!! i might be moving away very soon, so it is IMPERATIVE that we all begin hanging out again ",0
49545,"@arncyn yes yes yo! am soo excited, my tummy is rumbling with happiness!  (maybe also because i haven't had lunch yet. heehee)",1
49555,@arnoldbala @amitdesai thanks for the reco  @vasudevg never heard of that brand. get that in india? how does that compare with panasonic?,1
49564,"@AROD5005 come on Aro, your in NY right, I'll wait for ya and u take that walk with me around the track ",1
49566,"@AshleyTaylor_x3 Ha, she's the one that needs to be good to me, she verbally and physically assaults me on a regular basis ",0
49582,"@ashleytisdale CONGRATULATION ASH! I love you so much, you deserve it, i can't wait for your new cd! Have a nice day ",1
49599,@ashleytisdale http://twitpic.com/6ercx - Ashley ! I can't believe you are reading my message  I'm a 16 french girl who loves you ver ...,1
49646,@ashleytisdale i guess it was a silly idea 2 come 2 ur autograph signing yesterday! =( not even a tenth could get in! =( i waited hours ,0
49658,@ashleytisdale I'm doing my 'So you think you can dance' audition in Boston to Headstrong...great song! Have a safe trip! ,1
49663,"@ashleytisdale it's an absute awesome song, well done  definately making it's way to the top of my most played on my ipod!",1
49699,@artandsoulphoto me and jordan wanted to visit you today. but we walked into the yarn shop and we were shady so we left. ,0
49764,@artemisrex you're super cute what do you want me to say?! and if you blush over that I am not gonna apologies! ,1
49779,"@artfieldmusic Very interesting. I understand some Yiddish from German when I hear/see it in the Roman alphabet. In Hebrew, no chance! ",1
49796,@amandadiva there's so much hero worship *JZ and not informed listening critique of cont. music -take 2 steps back and play some coltrane ,1
49838,@arthursucks Alright Art! I bet you will continue to be that way for at least another 12 years. We love ya that way. ,1
49871,@Artkele yeah that's fun &amp; always thoughtful to leave some specil updat on every 100th  I always forgot &amp; special update passed ,1
49876,@amandalaur if you ever need to talk about anything i am always here to listen or even if you just need a distraction from everything ,0
49887,@AmandaMarieT I have a feeling that might happen tonight as well...  Can you get an OD of hotness? Is it even possible? ,1
49897,"@AmandaNicole Hey, you're lucky. My husband doesn't drink coffee so I can't make him go get it for me. ",0
49905,"@amandapalmer DON'T LEAVE US  going offline = dating someone, get too involved, draw back, only to become more obsessed upon return, haha",0
49953,@amandapalmer I love the pic of you with the carrot. http://tinyurl.com/ppfr44 That may be the textbook definition of &quot;Retardedly Happy.&quot; ,1
49958,"@amandapalmer WE'LL MISS YOU  going offline = dating someone, get too involved, draw back, only to become more obsessed upon return, haha",0
50056,@arturferreira The threaded view of SMS doesnt look like chatting it looks like flooding  you have to scroll up to see the message. ,0
50092,@amanofpeace All I know is I was told 'free concert' 'park' 'tuesday' and likely cancellation due to storms.  ,1
50109,@Ashymon Aww that's horrible  One day I was cutting these green vegetable thingys for Mam and there was tiny little things in them...,0
50150,"@aruky Yes, this NBA song is great!!!  Got an old funny NBA cheerleader remix song. Ohrwurm of the day &quot;colorblind&quot;.",1
50243,@Amarok806  think it's Pollution ! something that doesn't even exist for the Govt. i know several other people with the same thing .. ,0
50263,"@Amazing_Grace13 me neither, was it via cell phone or twitter? I don't have a cell phone  only a silly tracfone for emergencies!",0
50292,"@AsaCavalli PS u can't call me boo then old head, that mix don't match!!! (An I'm younger than you!!! Cougar!!) Lmao ",1
50333,"@amazondotjon http://twitpic.com/7ylq3 - Lucky you! It's hard to remember what the sun and clear skies even look like in NYC, nowadays. ",0
50340,@asamiramirez yeah I would love to check it out in person!  It looks so neat! Too bad noone I know has it! LOL I wish! ,0
50344,@asatiir are you serious? That's not good.... I'm worried I'll be doing stuff like that if I get the job ,0
50355,"@aschernathan it's a long story, longer than 140. But if it makes any difference, I'm still coping great without cigarettes ",1
50392,@amber_benson did u tell her who u are or mess with her a little &amp; told her u were related to the actress? ,1
50408,"@amber_benson Well you know you always have plenty of ppl on Twitter to chat with, right? Many in timezones opposite to yours...  ",1
50418,"@Asfaq omg u njoi it, ur life is wasted man! and btw i rarely 'poke' any1 nd im too conscientious, ",1
50488,"@ashalynd hah!! i thought of you last night, there was a *huge* contingent of russian babes on our dc-&gt;sfo flight.  ",1
50489,"@ashalynd like matruska?or does it mean something else?love russian, learnt some bits when i was a child but forgot&amp;didn't take it back ",0
50518,@AshDaPrincess chill its da rihanna bob. If it was 16 in I'd have no problem!!! Lol. R u at school all summer ,0
50538,@AskJamesHolmes good tunes sir! Thank-you for picken up my Sunday afternoon. Was abit tired chippen wood earlier. Im charged now! lol  ,1
50542,"@askseesmic How do you remove a user from a UserList? Tried &quot;unsubscribe from user&quot; nothing appeared to happen, but it unfollowed! ",0
50572,@amberisrad i just realized i cant come next week cuz i have to go to church the next morning.  maybe another time?,0
50575,"@amberjones5 Yum! I came to HEB to find something lobstery, but they have nothing fresh or frozen.  I may have to go...",0
50603,"@ashedryden doh, sorry I didn't get your message before I turned phone updates off. I probably would not have had time anyway ",0
50672,"@AshestoAsher I cannot claim credit for it   It was from a conversation, I said The Gorge and my friend ( @moonbunnychan ) said The Chasm",0
50673,@ashestoashessn2 Please could someone tell me where Keeley's big cardigan came from (Episode 4&amp;5). Looked amazing &amp; want one badly  x,1
50680,@ashez14 aww i doubt that was the case. Taylor met a lot of fans that waited by her bus right after she performed. ,0
50751,@ashjamo that last tweet would make evil Russell very happy to see the young ones using the social media to sell stuff  to their peers ,1
50769,"@AshleaRose Um, I'm pretty sure he's a Lakers fan and that's why he wants the Bulls to be the runners up ",1
50867,"@assilembob I was just thinking, i could just buy it. Although that is Ã‚Â£30 I don't really have, thanks to Placebo ",0
50889,"@astiann haha thank you! and sorry for never replying to any of your previous tweets, for some reason i've never seen them before! ",0
50931,@astroengine I haven't decided. i have phone calls to make 2mr. sorta pissed right now about that lol blip powering me on! ,1
50937,"@ameeface Well, if you do, you might eventually have to refer to http://civanon.org/. Good luck and God speed, brave one ",0
50949,"@amelia888 you're 'excited' and your not on a trampoline?  enjoying tweeting? another chance to fail bassett tommorrow, result! ;) x",1
51218,@ashley_sioson @sydneyrellaaaa Hi when is your flight? I want to be able to call and say farewell to you both before you go overseas ,1
51231,@ashleyandrus I still owe @AliciaSanera a shirt from a few weeks back. A crazy weekend left me somewhat behind on my &quot;extracurriculars&quot; ,1
51240,"@Athena_of_Forks I've applied pretty much everywhere. I had an interview with the campus cell phone office, didn't get the job. ",0
51307,"@ashleyemma lucky devil! I'm dreaming of a crispy bacon sandwich, but no one, as yet, has volunteered to go get one ",0
51347,"@atmc35 He has a little bug. Coughing a lot, can't sleep. A little temp too. Mostly he's tired. ",0
51352,@Amie__88 Kyle posted Larry Mac was on here but I can not find him on here.  Let me know if you find him.,0
51406,@atrain2324 if you kill my feed with your music listening I'm unfollowing you lol.  and what happened to you thinking twitter was lame,1
51435,@AshleyJayDot HAHAHAHAH bang bang i shot myself; i said Eddy Murphy was on C.Central;OOPS meant Griffin HAHAHA i guess im 2 locked in! ,0
51459,"@AshleyLTMSYF http://twitpic.com/6bk9j - &quot;I`m your biggest fan, I follow you untill you love me--Papa-paparazzi&quot;   Loveee you Ashley a ...",1
51471,@amilliemills n I'm not losin like I should be  wat happened jus that fast???everything was lookin up now here we go again...smdh,0
51483,@AminaMunster did you leave me out on purpose cuz it was directed to me?  ahahahah. i won't clicky clicky. promise.,1
51486,"@AMInnovative uuuuuuughh.  Yeah... we just tried so hard to make me a gluten-free lunch, and it appears to have backfired. ",0
51492,@amirahamir Siuk tu jua! haha Sleepover ! Yes pleeeeeease come. I don't know when I'll see you again before I have to fly ,0
